tradeDate,nextTradeDate,next2TradeDate,IF_contract
20130723,20130724,20130725,IF1308
20130724,20130725,20130726,IF1308
20130725,20130726,20130729,IF1308
20130726,20130729,20130730,IF1308
20130729,20130730,20130731,IF1308
20130730,20130731,20130801,IF1308
20130731,20130801,20130802,IF1308
20130801,20130802,20130805,IF1308
20130802,20130805,20130806,IF1308
20130805,20130806,20130807,IF1308
20130806,20130807,20130808,IF1308
20130807,20130808,20130809,IF1308
20130808,20130809,20130812,IF1308
20130809,20130812,20130813,IF1308
20130812,20130813,20130814,IF1308
20130813,20130814,20130815,IF1308
20130814,20130815,20130816,IF1308
20130815,20130816,20130819,IF1309
20130816,20130819,20130820,IF1309
20130819,20130820,20130821,IF1309
20130820,20130821,20130822,IF1309
20130821,20130822,20130823,IF1309
20130822,20130823,20130826,IF1309
20130823,20130826,20130827,IF1309
20130826,20130827,20130828,IF1309
20130827,20130828,20130829,IF1309
20130828,20130829,20130830,IF1309
20130829,20130830,20130902,IF1309
20130830,20130902,20130903,IF1309
20130902,20130903,20130904,IF1309
20130903,20130904,20130905,IF1309
20130904,20130905,20130906,IF1309
20130905,20130906,20130909,IF1309
20130906,20130909,20130910,IF1309
20130909,20130910,20130911,IF1309
20130910,20130911,20130912,IF1309
20130911,20130912,20130913,IF1309
20130912,20130913,20130916,IF1309
20130913,20130916,20130917,IF1309
20130916,20130917,20130918,IF1310
20130917,20130918,20130923,IF1310
20130918,20130923,20130924,IF1310
20130923,20130924,20130925,IF1310
20130924,20130925,20130926,IF1310
20130925,20130926,20130927,IF1310
20130926,20130927,20130930,IF1310
20130927,20130930,20131008,IF1310
20130930,20131008,20131009,IF1310
20131008,20131009,20131010,IF1310
20131009,20131010,20131011,IF1310
20131010,20131011,20131014,IF1310
20131011,20131014,20131015,IF1310
20131014,20131015,20131016,IF1310
20131015,20131016,20131017,IF1311
20131016,20131017,20131018,IF1311
20131017,20131018,20131021,IF1311
20131018,20131021,20131022,IF1311
20131021,20131022,20131023,IF1311
20131022,20131023,20131024,IF1311
20131023,20131024,20131025,IF1311
20131024,20131025,20131028,IF1311
20131025,20131028,20131029,IF1311
20131028,20131029,20131030,IF1311
20131029,20131030,20131031,IF1311
20131030,20131031,20131101,IF1311
20131031,20131101,20131104,IF1311
20131101,20131104,20131105,IF1311
20131104,20131105,20131106,IF1311
20131105,20131106,20131107,IF1311
20131106,20131107,20131108,IF1311
20131107,20131108,20131111,IF1311
20131108,20131111,20131112,IF1311
20131111,20131112,20131113,IF1311
20131112,20131113,20131114,IF1311
20131113,20131114,20131115,IF1311
20131114,20131115,20131118,IF1311
20131115,20131118,20131119,IF1312
20131118,20131119,20131120,IF1312
20131119,20131120,20131121,IF1312
20131120,20131121,20131122,IF1312
20131121,20131122,20131125,IF1312
20131122,20131125,20131126,IF1312
20131125,20131126,20131127,IF1312
20131126,20131127,20131128,IF1312
20131127,20131128,20131129,IF1312
20131128,20131129,20131202,IF1312
20131129,20131202,20131203,IF1312
20131202,20131203,20131204,IF1312
20131203,20131204,20131205,IF1312
20131204,20131205,20131206,IF1312
20131205,20131206,20131209,IF1312
20131206,20131209,20131210,IF1312
20131209,20131210,20131211,IF1312
20131210,20131211,20131212,IF1312
20131211,20131212,20131213,IF1312
20131212,20131213,20131216,IF1312
20131213,20131216,20131217,IF1312
20131216,20131217,20131218,IF1401
20131217,20131218,20131219,IF1401
20131218,20131219,20131220,IF1401
20131219,20131220,20131223,IF1401
20131220,20131223,20131224,IF1401
20131223,20131224,20131225,IF1401
20131224,20131225,20131226,IF1401
20131225,20131226,20131227,IF1401
20131226,20131227,20131230,IF1401
20131227,20131230,20131231,IF1401
20131230,20131231,20140102,IF1401
20131231,20140102,20140103,IF1401
20140102,20140103,20140106,IF1401
20140103,20140106,20140107,IF1401
20140106,20140107,20140108,IF1401
20140107,20140108,20140109,IF1401
20140108,20140109,20140110,IF1401
20140109,20140110,20140113,IF1401
20140110,20140113,20140114,IF1401
20140113,20140114,20140115,IF1401
20140114,20140115,20140116,IF1401
20140115,20140116,20140117,IF1402
20140116,20140117,20140120,IF1402
20140117,20140120,20140121,IF1402
20140120,20140121,20140122,IF1402
20140121,20140122,20140123,IF1402
20140122,20140123,20140124,IF1402
20140123,20140124,20140127,IF1402
20140124,20140127,20140128,IF1402
20140127,20140128,20140129,IF1402
20140128,20140129,20140130,IF1402
20140129,20140130,20140207,IF1402
20140130,20140207,20140210,IF1402
20140207,20140210,20140211,IF1402
20140210,20140211,20140212,IF1402
20140211,20140212,20140213,IF1402
20140212,20140213,20140214,IF1402
20140213,20140214,20140217,IF1402
20140214,20140217,20140218,IF1402
20140217,20140218,20140219,IF1403
20140218,20140219,20140220,IF1403
20140219,20140220,20140221,IF1403
20140220,20140221,20140224,IF1403
20140221,20140224,20140225,IF1403
20140224,20140225,20140226,IF1403
20140225,20140226,20140227,IF1403
20140226,20140227,20140228,IF1403
20140227,20140228,20140303,IF1403
20140228,20140303,20140304,IF1403
20140303,20140304,20140305,IF1403
20140304,20140305,20140306,IF1403
20140305,20140306,20140307,IF1403
20140306,20140307,20140310,IF1403
20140307,20140310,20140311,IF1403
20140310,20140311,20140312,IF1403
20140311,20140312,20140313,IF1403
20140312,20140313,20140314,IF1403
20140313,20140314,20140317,IF1403
20140314,20140317,20140318,IF1403
20140317,20140318,20140319,IF1404
20140318,20140319,20140320,IF1404
20140319,20140320,20140321,IF1404
20140320,20140321,20140324,IF1404
20140321,20140324,20140325,IF1404
20140324,20140325,20140326,IF1404
20140325,20140326,20140327,IF1404
20140326,20140327,20140328,IF1404
20140327,20140328,20140331,IF1404
20140328,20140331,20140401,IF1404
20140331,20140401,20140402,IF1404
20140401,20140402,20140403,IF1404
20140402,20140403,20140404,IF1404
20140403,20140404,20140408,IF1404
20140404,20140408,20140409,IF1404
20140408,20140409,20140410,IF1404
20140409,20140410,20140411,IF1404
20140410,20140411,20140414,IF1404
20140411,20140414,20140415,IF1404
20140414,20140415,20140416,IF1404
20140415,20140416,20140417,IF1405
20140416,20140417,20140418,IF1405
20140417,20140418,20140421,IF1405
20140418,20140421,20140422,IF1405
20140421,20140422,20140423,IF1405
20140422,20140423,20140424,IF1405
20140423,20140424,20140425,IF1405
20140424,20140425,20140428,IF1405
20140425,20140428,20140429,IF1405
20140428,20140429,20140430,IF1405
20140429,20140430,20140505,IF1405
20140430,20140505,20140506,IF1405
20140505,20140506,20140507,IF1405
20140506,20140507,20140508,IF1405
20140507,20140508,20140509,IF1405
20140508,20140509,20140512,IF1405
20140509,20140512,20140513,IF1405
20140512,20140513,20140514,IF1405
20140513,20140514,20140515,IF1405
20140514,20140515,20140516,IF1405
20140515,20140516,20140519,IF1406
20140516,20140519,20140520,IF1406
20140519,20140520,20140521,IF1406
20140520,20140521,20140522,IF1406
20140521,20140522,20140523,IF1406
20140522,20140523,20140526,IF1406
20140523,20140526,20140527,IF1406
20140526,20140527,20140528,IF1406
20140527,20140528,20140529,IF1406
20140528,20140529,20140530,IF1406
20140529,20140530,20140603,IF1406
20140530,20140603,20140604,IF1406
20140603,20140604,20140605,IF1406
20140604,20140605,20140606,IF1406
20140605,20140606,20140609,IF1406
20140606,20140609,20140610,IF1406
20140609,20140610,20140611,IF1406
20140610,20140611,20140612,IF1406
20140611,20140612,20140613,IF1406
20140612,20140613,20140616,IF1406
20140613,20140616,20140617,IF1406
20140616,20140617,20140618,IF1407
20140617,20140618,20140619,IF1407
20140618,20140619,20140620,IF1407
20140619,20140620,20140623,IF1407
20140620,20140623,20140624,IF1407
20140623,20140624,20140625,IF1407
20140624,20140625,20140626,IF1407
20140625,20140626,20140627,IF1407
20140626,20140627,20140630,IF1407
20140627,20140630,20140701,IF1407
20140630,20140701,20140702,IF1407
20140701,20140702,20140703,IF1407
20140702,20140703,20140704,IF1407
20140703,20140704,20140707,IF1407
20140704,20140707,20140708,IF1407
20140707,20140708,20140709,IF1407
20140708,20140709,20140710,IF1407
20140709,20140710,20140711,IF1407
20140710,20140711,20140714,IF1407
20140711,20140714,20140715,IF1407
20140714,20140715,20140716,IF1407
20140715,20140716,20140717,IF1408
20140716,20140717,20140718,IF1408
20140717,20140718,20140721,IF1408
20140718,20140721,20140722,IF1408
20140721,20140722,20140723,IF1408
20140722,20140723,20140724,IF1408
20140723,20140724,20140725,IF1408
20140724,20140725,20140728,IF1408
20140725,20140728,20140729,IF1408
20140728,20140729,20140730,IF1408
20140729,20140730,20140731,IF1408
20140730,20140731,20140801,IF1408
20140731,20140801,20140804,IF1408
20140801,20140804,20140805,IF1408
20140804,20140805,20140806,IF1408
20140805,20140806,20140807,IF1408
20140806,20140807,20140808,IF1408
20140807,20140808,20140811,IF1408
20140808,20140811,20140812,IF1408
20140811,20140812,20140813,IF1408
20140812,20140813,20140814,IF1408
20140813,20140814,20140815,IF1408
20140814,20140815,20140818,IF1408
20140815,20140818,20140819,IF1409
20140818,20140819,20140820,IF1409
20140819,20140820,20140821,IF1409
20140820,20140821,20140822,IF1409
20140821,20140822,20140825,IF1409
20140822,20140825,20140826,IF1409
20140825,20140826,20140827,IF1409
20140826,20140827,20140828,IF1409
20140827,20140828,20140829,IF1409
20140828,20140829,20140901,IF1409
20140829,20140901,20140902,IF1409
20140901,20140902,20140903,IF1409
20140902,20140903,20140904,IF1409
20140903,20140904,20140905,IF1409
20140904,20140905,20140909,IF1409
20140905,20140909,20140910,IF1409
20140909,20140910,20140911,IF1409
20140910,20140911,20140912,IF1409
20140911,20140912,20140915,IF1409
20140912,20140915,20140916,IF1409
20140915,20140916,20140917,IF1410
20140916,20140917,20140918,IF1410
20140917,20140918,20140919,IF1410
20140918,20140919,20140922,IF1410
20140919,20140922,20140923,IF1410
20140922,20140923,20140924,IF1410
20140923,20140924,20140925,IF1410
20140924,20140925,20140926,IF1410
20140925,20140926,20140929,IF1410
20140926,20140929,20140930,IF1410
20140929,20140930,20141008,IF1410
20140930,20141008,20141009,IF1410
20141008,20141009,20141010,IF1410
20141009,20141010,20141013,IF1410
20141010,20141013,20141014,IF1410
20141013,20141014,20141015,IF1410
20141014,20141015,20141016,IF1410
20141015,20141016,20141017,IF1411
20141016,20141017,20141020,IF1411
20141017,20141020,20141021,IF1411
20141020,20141021,20141022,IF1411
20141021,20141022,20141023,IF1411
20141022,20141023,20141024,IF1411
20141023,20141024,20141027,IF1411
20141024,20141027,20141028,IF1411
20141027,20141028,20141029,IF1411
20141028,20141029,20141030,IF1411
20141029,20141030,20141031,IF1411
20141030,20141031,20141103,IF1411
20141031,20141103,20141104,IF1411
20141103,20141104,20141105,IF1411
20141104,20141105,20141106,IF1411
20141105,20141106,20141107,IF1411
20141106,20141107,20141110,IF1411
20141107,20141110,20141111,IF1411
20141110,20141111,20141112,IF1411
20141111,20141112,20141113,IF1411
20141112,20141113,20141114,IF1411
20141113,20141114,20141117,IF1411
20141114,20141117,20141118,IF1411
20141117,20141118,20141119,IF1412
20141118,20141119,20141120,IF1412
20141119,20141120,20141121,IF1412
20141120,20141121,20141124,IF1412
20141121,20141124,20141125,IF1412
20141124,20141125,20141126,IF1412
20141125,20141126,20141127,IF1412
20141126,20141127,20141128,IF1412
20141127,20141128,20141201,IF1412
20141128,20141201,20141202,IF1412
20141201,20141202,20141203,IF1412
20141202,20141203,20141204,IF1412
20141203,20141204,20141205,IF1412
20141204,20141205,20141208,IF1412
20141205,20141208,20141209,IF1412
20141208,20141209,20141210,IF1412
20141209,20141210,20141211,IF1412
20141210,20141211,20141212,IF1412
20141211,20141212,20141215,IF1412
20141212,20141215,20141216,IF1412
20141215,20141216,20141217,IF1501
20141216,20141217,20141218,IF1501
20141217,20141218,20141219,IF1501
20141218,20141219,20141222,IF1501
20141219,20141222,20141223,IF1501
20141222,20141223,20141224,IF1501
20141223,20141224,20141225,IF1501
20141224,20141225,20141226,IF1501
20141225,20141226,20141229,IF1501
20141226,20141229,20141230,IF1501
20141229,20141230,20141231,IF1501
20141230,20141231,20150105,IF1501
20141231,20150105,20150106,IF1501
20150105,20150106,20150107,IF1501
20150106,20150107,20150108,IF1501
20150107,20150108,20150109,IF1501
20150108,20150109,20150112,IF1501
20150109,20150112,20150113,IF1501
20150112,20150113,20150114,IF1501
20150113,20150114,20150115,IF1501
20150114,20150115,20150116,IF1501
20150115,20150116,20150119,IF1502
20150116,20150119,20150120,IF1502
20150119,20150120,20150121,IF1502
20150120,20150121,20150122,IF1502
20150121,20150122,20150123,IF1502
20150122,20150123,20150126,IF1502
20150123,20150126,20150127,IF1502
20150126,20150127,20150128,IF1502
20150127,20150128,20150129,IF1502
20150128,20150129,20150130,IF1502
20150129,20150130,20150202,IF1502
20150130,20150202,20150203,IF1502
20150202,20150203,20150204,IF1502
20150203,20150204,20150205,IF1502
20150204,20150205,20150206,IF1502
20150205,20150206,20150209,IF1502
20150206,20150209,20150210,IF1502
20150209,20150210,20150211,IF1502
20150210,20150211,20150212,IF1502
20150211,20150212,20150213,IF1502
20150212,20150213,20150216,IF1502
20150213,20150216,20150217,IF1502
20150216,20150217,20150225,IF1503
20150217,20150225,20150226,IF1503
20150225,20150226,20150227,IF1503
20150226,20150227,20150302,IF1503
20150227,20150302,20150303,IF1503
20150302,20150303,20150304,IF1503
20150303,20150304,20150305,IF1503
20150304,20150305,20150306,IF1503
20150305,20150306,20150309,IF1503
20150306,20150309,20150310,IF1503
20150309,20150310,20150311,IF1503
20150310,20150311,20150312,IF1503
20150311,20150312,20150313,IF1503
20150312,20150313,20150316,IF1503
20150313,20150316,20150317,IF1503
20150316,20150317,20150318,IF1504
20150317,20150318,20150319,IF1504
20150318,20150319,20150320,IF1504
20150319,20150320,20150323,IF1504
20150320,20150323,20150324,IF1504
20150323,20150324,20150325,IF1504
20150324,20150325,20150326,IF1504
20150325,20150326,20150327,IF1504
20150326,20150327,20150330,IF1504
20150327,20150330,20150331,IF1504
20150330,20150331,20150401,IF1504
20150331,20150401,20150402,IF1504
20150401,20150402,20150403,IF1504
20150402,20150403,20150407,IF1504
20150403,20150407,20150408,IF1504
20150407,20150408,20150409,IF1504
20150408,20150409,20150410,IF1504
20150409,20150410,20150413,IF1504
20150410,20150413,20150414,IF1504
20150413,20150414,20150415,IF1504
20150414,20150415,20150416,IF1504
20150415,20150416,20150417,IF1505
20150416,20150417,20150420,IF1505
20150417,20150420,20150421,IF1505
20150420,20150421,20150422,IF1505
20150421,20150422,20150423,IF1505
20150422,20150423,20150424,IF1505
20150423,20150424,20150427,IF1505
20150424,20150427,20150428,IF1505
20150427,20150428,20150429,IF1505
20150428,20150429,20150430,IF1505
20150429,20150430,20150504,IF1505
20150430,20150504,20150505,IF1505
20150504,20150505,20150506,IF1505
20150505,20150506,20150507,IF1505
20150506,20150507,20150508,IF1505
20150507,20150508,20150511,IF1505
20150508,20150511,20150512,IF1505
20150511,20150512,20150513,IF1505
20150512,20150513,20150514,IF1505
20150513,20150514,20150515,IF1505
20150514,20150515,20150518,IF1505
20150515,20150518,20150519,IF1506
20150518,20150519,20150520,IF1506
20150519,20150520,20150521,IF1506
20150520,20150521,20150522,IF1506
20150521,20150522,20150525,IF1506
20150522,20150525,20150526,IF1506
20150525,20150526,20150527,IF1506
20150526,20150527,20150528,IF1506
20150527,20150528,20150529,IF1506
20150528,20150529,20150601,IF1506
20150529,20150601,20150602,IF1506
20150601,20150602,20150603,IF1506
20150602,20150603,20150604,IF1506
20150603,20150604,20150605,IF1506
20150604,20150605,20150608,IF1506
20150605,20150608,20150609,IF1506
20150608,20150609,20150610,IF1506
20150609,20150610,20150611,IF1506
20150610,20150611,20150612,IF1506
20150611,20150612,20150615,IF1506
20150612,20150615,20150616,IF1506
20150615,20150616,20150617,IF1507
20150616,20150617,20150618,IF1507
20150617,20150618,20150619,IF1507
20150618,20150619,20150623,IF1507
20150619,20150623,20150624,IF1507
20150623,20150624,20150625,IF1507
20150624,20150625,20150626,IF1507
20150625,20150626,20150629,IF1507
20150626,20150629,20150630,IF1507
20150629,20150630,20150701,IF1507
20150630,20150701,20150702,IF1507
20150701,20150702,20150703,IF1507
20150702,20150703,20150706,IF1507
20150703,20150706,20150707,IF1507
20150706,20150707,20150708,IF1507
20150707,20150708,20150709,IF1507
20150708,20150709,20150710,IF1507
20150709,20150710,20150713,IF1507
20150710,20150713,20150714,IF1507
20150713,20150714,20150715,IF1507
20150714,20150715,20150716,IF1507
20150715,20150716,20150717,IF1508
20150716,20150717,20150720,IF1508
20150717,20150720,20150721,IF1508
20150720,20150721,20150722,IF1508
20150721,20150722,20150723,IF1508
20150722,20150723,20150724,IF1508
20150723,20150724,20150727,IF1508
20150724,20150727,20150728,IF1508
20150727,20150728,20150729,IF1508
20150728,20150729,20150730,IF1508
20150729,20150730,20150731,IF1508
20150730,20150731,20150803,IF1508
20150731,20150803,20150804,IF1508
20150803,20150804,20150805,IF1508
20150804,20150805,20150806,IF1508
20150805,20150806,20150807,IF1508
20150806,20150807,20150810,IF1508
20150807,20150810,20150811,IF1508
20150810,20150811,20150812,IF1508
20150811,20150812,20150813,IF1508
20150812,20150813,20150814,IF1508
20150813,20150814,20150817,IF1508
20150814,20150817,20150818,IF1508
20150817,20150818,20150819,IF1509
20150818,20150819,20150820,IF1509
20150819,20150820,20150821,IF1509
20150820,20150821,20150824,IF1509
20150821,20150824,20150825,IF1509
20150824,20150825,20150826,IF1509
20150825,20150826,20150827,IF1509
20150826,20150827,20150828,IF1509
20150827,20150828,20150831,IF1509
20150828,20150831,20150901,IF1509
20150831,20150901,20150902,IF1509
20150901,20150902,20150907,IF1509
20150902,20150907,20150908,IF1509
20150907,20150908,20150909,IF1509
20150908,20150909,20150910,IF1509
20150909,20150910,20150911,IF1509
20150910,20150911,20150914,IF1509
20150911,20150914,20150915,IF1509
20150914,20150915,20150916,IF1509
20150915,20150916,20150917,IF1510
20150916,20150917,20150918,IF1510
20150917,20150918,20150921,IF1510
20150918,20150921,20150922,IF1510
20150921,20150922,20150923,IF1510
20150922,20150923,20150924,IF1510
20150923,20150924,20150925,IF1510
20150924,20150925,20150928,IF1510
20150925,20150928,20150929,IF1510
20150928,20150929,20150930,IF1510
20150929,20150930,20151008,IF1510
20150930,20151008,20151009,IF1510
20151008,20151009,20151012,IF1510
20151009,20151012,20151013,IF1510
20151012,20151013,20151014,IF1510
20151013,20151014,20151015,IF1510
20151014,20151015,20151016,IF1510
20151015,20151016,20151019,IF1511
20151016,20151019,20151020,IF1511
20151019,20151020,20151021,IF1511
20151020,20151021,20151022,IF1511
20151021,20151022,20151023,IF1511
20151022,20151023,20151026,IF1511
20151023,20151026,20151027,IF1511
20151026,20151027,20151028,IF1511
20151027,20151028,20151029,IF1511
20151028,20151029,20151030,IF1511
20151029,20151030,20151102,IF1511
20151030,20151102,20151103,IF1511
20151102,20151103,20151104,IF1511
20151103,20151104,20151105,IF1511
20151104,20151105,20151106,IF1511
20151105,20151106,20151109,IF1511
20151106,20151109,20151110,IF1511
20151109,20151110,20151111,IF1511
20151110,20151111,20151112,IF1511
20151111,20151112,20151113,IF1511
20151112,20151113,20151116,IF1511
20151113,20151116,20151117,IF1511
20151116,20151117,20151118,IF1512
20151117,20151118,20151119,IF1512
20151118,20151119,20151120,IF1512
20151119,20151120,20151123,IF1512
20151120,20151123,20151124,IF1512
20151123,20151124,20151125,IF1512
20151124,20151125,20151126,IF1512
20151125,20151126,20151127,IF1512
20151126,20151127,20151130,IF1512
20151127,20151130,20151201,IF1512
20151130,20151201,20151202,IF1512
20151201,20151202,20151203,IF1512
20151202,20151203,20151204,IF1512
20151203,20151204,20151207,IF1512
20151204,20151207,20151208,IF1512
20151207,20151208,20151209,IF1512
20151208,20151209,20151210,IF1512
20151209,20151210,20151211,IF1512
20151210,20151211,20151214,IF1512
20151211,20151214,20151215,IF1512
20151214,20151215,20151216,IF1512
20151215,20151216,20151217,IF1601
20151216,20151217,20151218,IF1601
20151217,20151218,20151221,IF1601
20151218,20151221,20151222,IF1601
20151221,20151222,20151223,IF1601
20151222,20151223,20151224,IF1601
20151223,20151224,20151225,IF1601
20151224,20151225,20151228,IF1601
20151225,20151228,20151229,IF1601
20151228,20151229,20151230,IF1601
20151229,20151230,20151231,IF1601
20151230,20151231,20160104,IF1601
20151231,20160104,20160105,IF1601
20160104,20160105,20160106,IF1601
20160105,20160106,20160107,IF1601
20160106,20160107,20160108,IF1601
20160107,20160108,20160111,IF1601
20160108,20160111,20160112,IF1601
20160111,20160112,20160113,IF1601
20160112,20160113,20160114,IF1601
20160113,20160114,20160115,IF1601
20160114,20160115,20160118,IF1601
20160115,20160118,20160119,IF1602
20160118,20160119,20160120,IF1602
20160119,20160120,20160121,IF1602
20160120,20160121,20160122,IF1602
20160121,20160122,20160125,IF1602
20160122,20160125,20160126,IF1602
20160125,20160126,20160127,IF1602
20160126,20160127,20160128,IF1602
20160127,20160128,20160129,IF1602
20160128,20160129,20160201,IF1602
20160129,20160201,20160202,IF1602
20160201,20160202,20160203,IF1602
20160202,20160203,20160204,IF1602
20160203,20160204,20160205,IF1602
20160204,20160205,20160215,IF1602
20160205,20160215,20160216,IF1602
20160215,20160216,20160217,IF1603
20160216,20160217,20160218,IF1603
20160217,20160218,20160219,IF1603
20160218,20160219,20160222,IF1603
20160219,20160222,20160223,IF1603
20160222,20160223,20160224,IF1603
20160223,20160224,20160225,IF1603
20160224,20160225,20160226,IF1603
20160225,20160226,20160229,IF1603
20160226,20160229,20160301,IF1603
20160229,20160301,20160302,IF1603
20160301,20160302,20160303,IF1603
20160302,20160303,20160304,IF1603
20160303,20160304,20160307,IF1603
20160304,20160307,20160308,IF1603
20160307,20160308,20160309,IF1603
20160308,20160309,20160310,IF1603
20160309,20160310,20160311,IF1603
20160310,20160311,20160314,IF1603
20160311,20160314,20160315,IF1603
20160314,20160315,20160316,IF1603
20160315,20160316,20160317,IF1604
20160316,20160317,20160318,IF1604
20160317,20160318,20160321,IF1604
20160318,20160321,20160322,IF1604
20160321,20160322,20160323,IF1604
20160322,20160323,20160324,IF1604
20160323,20160324,20160325,IF1604
20160324,20160325,20160328,IF1604
20160325,20160328,20160329,IF1604
20160328,20160329,20160330,IF1604
20160329,20160330,20160331,IF1604
20160330,20160331,20160401,IF1604
20160331,20160401,20160405,IF1604
20160401,20160405,20160406,IF1604
20160405,20160406,20160407,IF1604
20160406,20160407,20160408,IF1604
20160407,20160408,20160411,IF1604
20160408,20160411,20160412,IF1604
20160411,20160412,20160413,IF1604
20160412,20160413,20160414,IF1604
20160413,20160414,20160415,IF1604
20160414,20160415,20160418,IF1604
20160415,20160418,20160419,IF1605
20160418,20160419,20160420,IF1605
20160419,20160420,20160421,IF1605
20160420,20160421,20160422,IF1605
20160421,20160422,20160425,IF1605
20160422,20160425,20160426,IF1605
20160425,20160426,20160427,IF1605
20160426,20160427,20160428,IF1605
20160427,20160428,20160429,IF1605
20160428,20160429,20160503,IF1605
20160429,20160503,20160504,IF1605
20160503,20160504,20160505,IF1605
20160504,20160505,20160506,IF1605
20160505,20160506,20160509,IF1605
20160506,20160509,20160510,IF1605
20160509,20160510,20160511,IF1605
20160510,20160511,20160512,IF1605
20160511,20160512,20160513,IF1605
20160512,20160513,20160516,IF1605
20160513,20160516,20160517,IF1605
20160516,20160517,20160518,IF1606
20160517,20160518,20160519,IF1606
20160518,20160519,20160520,IF1606
20160519,20160520,20160523,IF1606
20160520,20160523,20160524,IF1606
20160523,20160524,20160525,IF1606
20160524,20160525,20160526,IF1606
20160525,20160526,20160527,IF1606
20160526,20160527,20160530,IF1606
20160527,20160530,20160531,IF1606
20160530,20160531,20160601,IF1606
20160531,20160601,20160602,IF1606
20160601,20160602,20160603,IF1606
20160602,20160603,20160606,IF1606
20160603,20160606,20160607,IF1606
20160606,20160607,20160608,IF1606
20160607,20160608,20160613,IF1606
20160608,20160613,20160614,IF1606
20160613,20160614,20160615,IF1606
20160614,20160615,20160616,IF1606
20160615,20160616,20160617,IF1607
20160616,20160617,20160620,IF1607
20160617,20160620,20160621,IF1607
20160620,20160621,20160622,IF1607
20160621,20160622,20160623,IF1607
20160622,20160623,20160624,IF1607
20160623,20160624,20160627,IF1607
20160624,20160627,20160628,IF1607
20160627,20160628,20160629,IF1607
20160628,20160629,20160630,IF1607
20160629,20160630,20160701,IF1607
20160630,20160701,20160704,IF1607
20160701,20160704,20160705,IF1607
20160704,20160705,20160706,IF1607
20160705,20160706,20160707,IF1607
20160706,20160707,20160708,IF1607
20160707,20160708,20160711,IF1607
20160708,20160711,20160712,IF1607
20160711,20160712,20160713,IF1607
20160712,20160713,20160714,IF1607
20160713,20160714,20160715,IF1607
20160714,20160715,20160718,IF1607
20160715,20160718,20160719,IF1608
20160718,20160719,20160720,IF1608
20160719,20160720,20160721,IF1608
20160720,20160721,20160722,IF1608
20160721,20160722,20160725,IF1608
20160722,20160725,20160726,IF1608
20160725,20160726,20160727,IF1608
20160726,20160727,20160728,IF1608
20160727,20160728,20160729,IF1608
20160728,20160729,20160801,IF1608
20160729,20160801,20160802,IF1608
20160801,20160802,20160803,IF1608
20160802,20160803,20160804,IF1608
20160803,20160804,20160805,IF1608
20160804,20160805,20160808,IF1608
20160805,20160808,20160809,IF1608
20160808,20160809,20160810,IF1608
20160809,20160810,20160811,IF1608
20160810,20160811,20160812,IF1608
20160811,20160812,20160815,IF1608
20160812,20160815,20160816,IF1608
20160815,20160816,20160817,IF1609
20160816,20160817,20160818,IF1609
20160817,20160818,20160819,IF1609
20160818,20160819,20160822,IF1609
20160819,20160822,20160823,IF1609
20160822,20160823,20160824,IF1609
20160823,20160824,20160825,IF1609
20160824,20160825,20160826,IF1609
20160825,20160826,20160829,IF1609
20160826,20160829,20160830,IF1609
20160829,20160830,20160831,IF1609
20160830,20160831,20160901,IF1609
20160831,20160901,20160902,IF1609
20160901,20160902,20160905,IF1609
20160902,20160905,20160906,IF1609
20160905,20160906,20160907,IF1609
20160906,20160907,20160908,IF1609
20160907,20160908,20160909,IF1609
20160908,20160909,20160912,IF1609
20160909,20160912,20160913,IF1609
20160912,20160913,20160914,IF1609
20160913,20160914,20160919,IF1609
20160914,20160919,20160920,IF1609
20160919,20160920,20160921,IF1610
20160920,20160921,20160922,IF1610
20160921,20160922,20160923,IF1610
20160922,20160923,20160926,IF1610
20160923,20160926,20160927,IF1610
20160926,20160927,20160928,IF1610
20160927,20160928,20160929,IF1610
20160928,20160929,20160930,IF1610
20160929,20160930,20161010,IF1610
20160930,20161010,20161011,IF1610
20161010,20161011,20161012,IF1610
20161011,20161012,20161013,IF1610
20161012,20161013,20161014,IF1610
20161013,20161014,20161017,IF1610
20161014,20161017,20161018,IF1610
20161017,20161018,20161019,IF1611
20161018,20161019,20161020,IF1611
20161019,20161020,20161021,IF1611
20161020,20161021,20161024,IF1611
20161021,20161024,20161025,IF1611
20161024,20161025,20161026,IF1611
20161025,20161026,20161027,IF1611
20161026,20161027,20161028,IF1611
20161027,20161028,20161031,IF1611
20161028,20161031,20161101,IF1611
20161031,20161101,20161102,IF1611
20161101,20161102,20161103,IF1611
20161102,20161103,20161104,IF1611
20161103,20161104,20161107,IF1611
20161104,20161107,20161108,IF1611
20161107,20161108,20161109,IF1611
20161108,20161109,20161110,IF1611
20161109,20161110,20161111,IF1611
20161110,20161111,20161114,IF1611
20161111,20161114,20161115,IF1611
20161114,20161115,20161116,IF1611
20161115,20161116,20161117,IF1612
20161116,20161117,20161118,IF1612
20161117,20161118,20161121,IF1612
20161118,20161121,20161122,IF1612
20161121,20161122,20161123,IF1612
20161122,20161123,20161124,IF1612
20161123,20161124,20161125,IF1612
20161124,20161125,20161128,IF1612
20161125,20161128,20161129,IF1612
20161128,20161129,20161130,IF1612
20161129,20161130,20161201,IF1612
20161130,20161201,20161202,IF1612
20161201,20161202,20161205,IF1612
